"personid","year_week","experiment_treatment","expgroup","perform1","phonecall","logcalllength","age","tenure","grosswage","children","bedroom","commute","men","married","high_educ"
3906,201002,0,1,0.333529591560364,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
3906,201009,0,1,-0.452936559915543,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
3906,201010,0,1,0.75953209400177,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
3906,201011,0,1,-0.690514862537384,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
3906,201012,0,1,1.63611423969269,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
3906,201013,0,1,-0.784726917743683,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
3906,201014,0,1,0.288471639156342,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
3906,201015,0,1,-0.481609791517258,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
3906,201016,0,1,0.579300224781036,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
3906,201017,0,1,0.288471639156342,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
3906,201019,0,1,0.202451899647713,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
3906,201020,0,1,0.341721922159195,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
3906,201021,0,1,0.67351233959198,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
3906,201022,0,1,-1.35819184780121,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
3906,201023,0,1,-1.17796003818512,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
3906,201024,0,1,0.448222577571869,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
3906,201025,0,1,0.280279248952866,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
3906,201026,0,1,0.0263162516057491,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
3906,201027,0,1,0.0631818547844887,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
3906,201028,0,1,0.943860113620758,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
3906,201029,0,1,0.550626993179321,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
3906,201030,0,1,-1.2312103509903,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
3906,201031,0,1,1.06264925003052,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
3906,201032,0,1,0.513761401176453,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
3906,201044,0,1,-0.235839128494263,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
3906,201047,0,1,-1.6490204334259,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
3906,201048,0,1,1.35347783565521,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
3906,201050,1,1,-0.391493886709213,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
3906,201051,1,1,1.94742369651794,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
3906,201052,1,1,1.59515237808228,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
3906,201053,1,1,-1.67359757423401,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
3906,201101,1,1,1.30022752285004,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
3906,201102,1,1,2.49631142616272,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
3906,201103,1,1,2.35294532775879,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
3906,201104,1,1,0.431837856769562,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
3906,201105,1,1,-1.66950130462646,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
3906,201106,1,1,-1.67359757423401,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
3906,201107,1,1,1.46407461166382,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
3906,201108,1,1,1.15276515483856,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
3906,201109,1,1,0.308952540159225,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
3906,201110,1,1,2.71750497817993,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
3906,201111,1,1,-1.67769372463226,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
3906,201113,1,1,1.53780591487885,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
3906,201114,1,1,0.5014728307724,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
3906,201115,1,1,0.739051222801208,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
3906,201116,1,1,1.32480454444885,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
3906,201117,1,1,-1.03049755096436,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
3906,201118,1,1,-0.0269340593367815,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
3906,201119,1,1,1.27155435085297,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
3906,201120,1,1,-1.48926949501038,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
3906,201121,1,1,-1.67769372463226,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
3906,201122,1,1,-1.67359757423401,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
3906,201123,1,1,-0.575821876525879,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
3906,201124,1,1,0.329433411359787,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
3906,201125,1,1,-1.25988364219666,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
3906,201126,1,1,-0.022837882861495,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
3906,201127,1,1,0.517857611179352,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
3906,201128,1,1,1.16095745563507,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
3906,201129,1,1,-0.88713139295578,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
3906,201130,1,1,1.36986255645752,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
3906,201131,1,1,-0.0310302376747131,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
3906,201132,1,1,0.104143626987934,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
3906,201133,1,1,1.32070851325989,NA,NA,33,96,2.73754668235779,1,1,180,0,1,0
4122,201001,0,1,-1.14160859584808,-1.13219404220581,10.5086498260498,30,94,4.09624576568604,0,0,180,0,0,0
4122,201002,0,1,0.414592355489731,0.312170952558517,11.372386932373,30,94,4.09624576568604,0,0,180,0,0,0
4122,201003,0,1,1.01397728919983,1.0971519947052,11.6184110641479,30,94,4.09624576568604,0,0,180,0,0,0
4122,201004,0,1,1.48123145103455,1.41114437580109,11.7248620986938,30,94,4.09624576568604,0,0,180,0,0,0
4122,201005,0,1,-0.115042857825756,-0.190216869115829,11.1511087417603,30,94,4.09624576568604,0,0,180,0,0,0
4122,201006,0,1,1.50707173347473,1.6780378818512,11.7554244995117,30,94,4.09624576568604,0,0,180,0,0,0
4122,201007,0,1,-1.030876994133,-0.896699726581573,10.7534036636353,30,94,4.09624576568604,0,0,180,0,0,0
4122,201008,0,1,-1.95539164543152,-1.91717505455017,9.55208396911621,30,94,4.09624576568604,0,0,180,0,0,0
4122,201009,0,1,-0.738451957702637,-0.724003911018372,10.8141222000122,30,94,4.09624576568604,0,0,180,0,0,0
4122,201010,0,1,1.17386746406555,0.992487788200378,11.642786026001,30,94,4.09624576568604,0,0,180,0,0,0
4122,201011,0,1,0.627375185489655,0.469167143106461,11.5056591033936,30,94,4.09624576568604,0,0,180,0,0,0
4122,201012,0,1,1.20425045490265,1.16518366336823,11.7395992279053,30,94,4.09624576568604,0,0,180,0,0,0
4122,201013,0,1,1.0019656419754,0.913989722728729,11.6898488998413,30,94,4.09624576568604,0,0,180,0,0,0
4122,201014,0,1,0.503117263317108,0.390669047832489,11.494873046875,30,94,4.09624576568604,0,0,180,0,0,0
4122,201015,0,1,1.07030260562897,0.793625950813293,11.6276903152466,30,94,4.09624576568604,0,0,180,0,0,0
4122,201016,0,1,-0.102425344288349,-0.143118008971214,11.3381433486938,30,94,4.09624576568604,0,0,180,0,0,0
4122,201017,0,1,0.29104095697403,0.280771732330322,11.4372320175171,30,94,4.09624576568604,0,0,180,0,0,0
4122,201018,0,1,0.924341797828674,1.16518366336823,11.746129989624,30,94,4.09624576568604,0,0,180,0,0,0
4122,201019,0,1,0.331013560295105,0.254605680704117,11.4485998153687,30,94,4.09624576568604,0,0,180,0,0,0
4122,201020,0,1,0.122268483042717,0.0138781862333417,11.3793487548828,30,94,4.09624576568604,0,0,180,0,0,0
4122,201021,0,1,0.862869441509247,0.772693157196045,11.7182388305664,30,94,4.09624576568604,0,0,180,0,0,0
4122,201022,0,1,0.216748893260956,0.092376284301281,11.468074798584,30,94,4.09624576568604,0,0,180,0,0,0
4122,201023,0,1,0.496959984302521,0.333103775978088,11.6026105880737,30,94,4.09624576568604,0,0,180,0,0,0
4122,201024,0,1,0.23905673623085,0.123775526881218,11.4860992431641,30,94,4.09624576568604,0,0,180,0,0,0
4122,201025,0,1,0.584475457668304,0.432534694671631,11.5022087097168,30,94,4.09624576568604,0,0,180,0,0,0
4122,201026,0,1,-0.852615475654602,-1.01183032989502,10.7636947631836,30,94,4.09624576568604,0,0,180,0,0,0
4122,201027,0,1,-0.610560357570648,-0.535608470439911,11.0238780975342,30,94,4.09624576568604,0,0,180,0,0,0
4122,201028,0,1,0.0436357036232948,-0.0227542594075203,11.3675870895386,30,94,4.09624576568604,0,0,180,0,0,0
4122,201029,0,1,-0.261608630418777,-0.300114214420319,11.3478975296021,30,94,4.09624576568604,0,0,180,0,0,0
4122,201030,0,1,-1.20701801776886,-1.25779104232788,10.6775693893433,30,94,4.09624576568604,0,0,180,0,0,0
4122,201031,0,1,0.223511546850204,0.322637379169464,11.5463218688965,30,94,4.09624576568604,0,0,180,0,0,0
4122,201032,0,1,0.178189322352409,0.212740033864975,11.6011009216309,30,94,4.09624576568604,0,0,180,0,0,0
4122,201033,0,1,0.36573714017868,0.275538504123688,11.558988571167,30,94,4.09624576568604,0,0,180,0,0,0
4122,201034,0,1,-0.0396406911313534,0.160407975316048,11.5422706604004,30,94,4.09624576568604,0,0,180,0,0,0
4122,201035,0,1,-1.08629310131073,-1.10602796077728,10.7064075469971,30,94,4.09624576568604,0,0,180,0,0,0
4122,201036,0,1,-1.04339337348938,-1.06939554214478,10.8244676589966,30,94,4.09624576568604,0,0,180,0,0,0
4122,201037,0,1,0.333738923072815,0.259838879108429,11.5228061676025,30,94,4.09624576568604,0,0,180,0,0,0
4122,201038,0,1,0.557019233703613,0.631396532058716,11.6001024246216,30,94,4.09624576568604,0,0,180,0,0,0
4122,201039,0,1,-0.313694000244141,-0.331513434648514,11.2882556915283,30,94,4.09624576568604,0,0,180,0,0,0
4122,201040,0,1,0.66976922750473,1.13378441333771,11.8120365142822,30,94,4.09624576568604,0,0,180,0,0,0
4122,201041,0,1,-1.30725204944611,-1.27872383594513,10.5691604614258,30,94,4.09624576568604,0,0,180,0,0,0
4122,201042,0,1,-1.79267525672913,-1.83344376087189,9.78611087799072,30,94,4.09624576568604,0,0,180,0,0,0
4122,201043,0,1,-0.534451723098755,-0.137884795665741,11.3602752685547,30,94,4.09624576568604,0,0,180,0,0,0
4122,201044,0,1,-0.366082310676575,-0.294880986213684,11.2467699050903,30,94,4.09624576568604,0,0,180,0,0,0
4122,201045,0,1,-0.686871290206909,-0.68213826417923,10.872579574585,30,94,4.09624576568604,0,0,180,0,0,0
4122,201046,0,1,-0.207605510950089,-0.184983655810356,11.1591892242432,30,94,4.09624576568604,0,0,180,0,0,0
4122,201047,0,1,-0.0749696418642998,-0.0332206711173058,11.2172517776489,30,94,4.09624576568604,0,0,180,0,0,0
4122,201048,0,1,-0.94800466299057,-0.886233329772949,10.8339576721191,30,94,4.09624576568604,0,0,180,0,0,0
4122,201050,1,1,1.13783097267151,1.3692786693573,11.6842622756958,30,94,4.09624576568604,0,0,180,0,0,0
4122,201051,1,1,0.0686689540743828,0.0138781862333417,11.2284383773804,30,94,4.09624576568604,0,0,180,0,0,0
4122,201052,1,1,-0.0441826805472374,-0.054153498262167,11.1210231781006,30,94,4.09624576568604,0,0,180,0,0,0
4122,201053,1,1,-1.66205835342407,-1.63981509208679,10.003830909729,30,94,4.09624576568604,0,0,180,0,0,0
4122,201101,1,1,-1.19551146030426,-0.755403161048889,10.7365055084229,30,94,4.09624576568604,0,0,180,0,0,0
4122,201102,1,1,0.594265937805176,0.908756494522095,11.5097608566284,30,94,4.09624576568604,0,0,180,0,0,0
4122,201103,1,1,1.45094907283783,1.42161071300507,11.6482772827148,30,94,4.09624576568604,0,0,180,0,0,0
4122,201104,1,1,-0.462985157966614,-0.446643978357315,10.9022798538208,30,94,4.09624576568604,0,0,180,0,0,0
4122,201105,1,1,0.856105744838715,1.15995037555695,11.5875873565674,30,94,4.09624576568604,0,0,180,0,0,0
4122,201106,1,1,0.0319264940917492,0.0348110124468803,11.1218070983887,30,94,4.09624576568604,0,0,180,0,0,0
4122,201107,1,1,-0.0424667298793793,-0.027987465262413,11.0826044082642,30,94,4.09624576568604,0,0,180,0,0,0
4122,201108,1,1,0.284983307123184,1.0238870382309,11.5138454437256,30,94,4.09624576568604,0,0,180,0,0,0
4122,201109,1,1,0.746988475322723,1.38497829437256,11.5784692764282,30,94,4.09624576568604,0,0,180,0,0,0
4122,201110,1,1,1.19768953323364,0.992487788200378,11.6272535324097,30,94,4.09624576568604,0,0,180,0,0,0
4122,201111,1,1,1.12773764133453,0.961088538169861,11.5919303894043,30,94,4.09624576568604,0,0,180,0,0,0
4122,201112,1,1,1.00418615341187,0.929689347743988,11.565299987793,30,94,4.09624576568604,0,0,180,0,0,0
4122,201113,1,1,1.9444477558136,1.80886805057526,11.7812566757202,30,94,4.09624576568604,0,0,180,0,0,0
4122,201114,1,1,0.815326511859894,0.647096157073975,11.4467859268188,30,94,4.09624576568604,0,0,180,0,0,0
4122,201115,1,1,0.919193863868713,1.08668553829193,11.689094543457,30,94,4.09624576568604,0,0,180,0,0,0
4122,201116,1,1,0.601736128330231,0.568598091602325,11.4667768478394,30,94,4.09624576568604,0,0,180,0,0,0
4122,201117,1,1,1.72136878967285,1.80363476276398,11.8558340072632,30,94,4.09624576568604,0,0,180,0,0,0
4122,201118,1,1,0.782318949699402,0.652329385280609,11.4515285491943,30,94,4.09624576568604,0,0,180,0,0,0
4122,201119,1,1,1.23110067844391,1.10238516330719,11.6200475692749,30,94,4.09624576568604,0,0,180,0,0,0
4122,201120,1,1,0.964112520217896,1.08145236968994,11.6115665435791,30,94,4.09624576568604,0,0,180,0,0,0
4122,201121,1,1,1.1091639995575,1.22274887561798,11.5310306549072,30,94,4.09624576568604,0,0,180,0,0,0
4122,201122,1,1,1.76790261268616,1.64140546321869,11.7146329879761,30,94,4.09624576568604,0,0,180,0,0,0
4122,201123,1,1,-0.109087347984314,-0.190216869115829,11.0761404037476,30,94,4.09624576568604,0,0,180,0,0,0
4122,201124,1,1,0.93847393989563,0.872124075889587,11.5364274978638,30,94,4.09624576568604,0,0,180,0,0,0
4122,201125,1,1,1.03951513767242,1.12331795692444,11.5968255996704,30,94,4.09624576568604,0,0,180,0,0,0
4122,201126,1,1,0.517147839069366,0.531965613365173,11.3895254135132,30,94,4.09624576568604,0,0,180,0,0,0
4122,201127,1,1,0.669063687324524,0.469167143106461,11.5109939575195,30,94,4.09624576568604,0,0,180,0,0,0
4122,201128,1,1,1.52433276176453,1.50534200668335,11.7808284759521,30,94,4.09624576568604,0,0,180,0,0,0
4122,201129,1,1,1.6029657125473,1.54197454452515,11.8192920684814,30,94,4.09624576568604,0,0,180,0,0,0
4122,201130,1,1,1.16155290603638,0.877357244491577,11.6467657089233,30,94,4.09624576568604,0,0,180,0,0,0
4122,201131,1,1,1.51131129264832,1.65187180042267,11.7919502258301,30,94,4.09624576568604,0,0,180,0,0,0
4122,201132,1,1,0.525424599647522,0.730827450752258,11.5625247955322,30,94,4.09624576568604,0,0,180,0,0,0
4122,201133,1,1,0.983291327953339,0.992487788200378,11.6275749206543,30,94,4.09624576568604,0,0,180,0,0,0
4448,201001,0,0,-1.10339915752411,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201002,0,0,0.953617691993713,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201003,0,0,1.33881199359894,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201004,0,0,0.655787110328674,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201005,0,0,1.775630235672,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201006,0,0,0.747121810913086,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201007,0,0,0.957588791847229,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201008,0,0,0.588278770446777,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201009,0,0,1.45794415473938,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201010,0,0,0.854340851306915,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201011,0,0,0.985386312007904,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201012,0,0,0.457233309745789,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201013,0,0,1.87093603610992,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201014,0,0,-0.321097373962402,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201015,0,0,-0.0828328654170036,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201016,0,0,-0.309184163808823,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201017,0,0,-0.0828328654170036,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201018,0,0,-0.146370068192482,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201019,0,0,0.93773341178894,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201020,0,0,-0.102688238024712,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201021,0,0,-0.920729696750641,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201022,0,0,-0.523622155189514,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201023,0,0,-0.0510642640292645,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201024,0,0,-1.1470810174942,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201025,0,0,-0.0947460904717445,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201026,0,0,-0.0431221127510071,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201027,0,0,1.27527487277985,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201028,0,0,0.115720883011818,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201029,0,0,0.298390328884125,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201030,0,0,0.330158948898315,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201031,0,0,0.453262269496918,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201032,0,0,-0.408461034297943,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201033,0,0,1.52148139476776,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201034,0,0,0.707411050796509,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201035,0,0,0.457233309745789,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201036,0,0,0.449291199445724,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201037,0,0,0.627989530563354,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201038,0,0,1.62472939491272,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201039,0,0,0.93773341178894,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201040,0,0,1.53736567497253,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201041,0,0,0.524741590023041,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201042,0,0,0.671671390533447,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201043,0,0,0.913906991481781,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201044,0,0,-0.289328753948212,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201045,0,0,0.278534948825836,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201046,0,0,-0.384634554386139,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201047,0,0,1.03303933143616,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201048,0,0,0.556510210037231,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201050,0,0,-0.12254361063242,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201051,0,0,0.346043229103088,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201052,0,0,2.08537411689758,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201053,0,0,1.26733255386353,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201101,0,0,2.09728717803955,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201102,0,0,0.592249929904938,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201104,0,0,0.941704452037811,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201105,0,0,0.79477471113205,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201106,0,0,0.0521836876869202,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201107,0,0,-1.190762758255,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201108,0,0,0.782861471176147,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201109,0,0,1.4658864736557,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201110,0,0,-0.575246155261993,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201111,0,0,0.107778742909431,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201112,0,0,-0.392576724290848,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201113,0,0,1.7319483757019,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201114,0,0,-0.491853594779968,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201115,0,0,0.651816010475159,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201116,0,0,0.23882420361042,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
4448,201117,0,0,0.560481309890747,NA,NA,35,92,4.26929616928101,1,1,100,0,1,0
